Location,School Management,School Category,Academic Qualification,Professional Qualification,Female,Male,Female,Male,Female,Male,Total,Female,Male,Female,Male,Female,Male,Total,Female,Male,Female,Male,Female,Male,Total,Female,Male,Female,Male,Female,Male,Total,Female,Male,Female,Male,Total
All India,Department of Education,HSS (I-XII),,Pursuing any relevant professional course,1,0,0,1,1,1,2,19,22,14,7,33,30,63,7,6,0,3,21,16,42,3,3,1,1,4,7,11,0,0,1,1,2
All India,Department of Education,HSS (I-XII),,,2,0,0,0,2,0,2,17,22,5,1,22,23,45,5,3,0,1,10,5,20,0,1,0,0,0,2,2,0,0,0,0,0
All India,Department of Education,HSS (IX-XII),Below Secondary,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,2,2
All India,Department of Education,HSS (IX-XII),Below Secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,5,11,14,25,0,4,3,9,12
All India,Department of Education,HSS (IX-XII),Below Secondary,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,5,19,24,0,3,0,3,3
All India,Department of Education,HSS (IX-XII),Below Secondary,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,3,5,0,1,0,1,1
All India,Department of Education,HSS (IX-XII),Below Secondary,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,4,5,0,1,0,1,1
All India,Department of Education,HSS (IX-XII),Below Secondary,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3,0,0,0,0,0
All India,Department of Education,HSS (IX-XII),Below Secondary,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
All India,Department of Education,HSS (IX-XII),Below Secondary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
All India,Department of Education,HSS (IX-XII),Graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,496,23,76,371,572,943,29,72,52,148,200
All India,Department of Education,HSS (IX-XII),Graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3423,6365,210,507,3633,6872,10505,336,531,546,1038,1584
All India,Department of Education,HSS (IX-XII),Graduate,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,184,30,77,98,261,359,15,43,45,120,165
All India,Department of Education,HSS (IX-XII),Graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,1291,96,282,565,1573,2138,85,252,181,534,715
All India,Department of Education,HSS (IX-XII),Graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,142,12,27,125,169,294,20,29,32,56,88
All India,Department of Education,HSS (IX-XII),Graduate,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,496,50,155,203,651,854,43,107,93,262,355
All India,Department of Education,HSS (IX-XII),Graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,449,86,265,236,714,950,54,126,140,391,531
All India,Department of Education,HSS (IX-XII),Graduate,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,128,12,33,61,161,222,11,12,23,45,68
All India,Department of Education,HSS (IX-XII),Graduate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,97,9,32,40,129,169,7,25,16,57,73
All India,Department of Education,HSS (IX-XII),Higher secondary,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,35,6,11,28,46,74,3,20,9,31,40
All India,Department of Education,HSS (IX-XII),Higher secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,232,24,50,122,282,404,64,108,88,158,246
All India,Department of Education,HSS (IX-XII),Higher secondary,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,3,9,16,34,50,7,10,10,19,29
All India,Department of Education,HSS (IX-XII),Higher secondary,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,262,34,70,135,332,467,41,107,75,177,252
All India,Department of Education,HSS (IX-XII),Higher secondary,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,2,5,4,15,19,4,12,6,17,23
All India,Department of Education,HSS (IX-XII),Higher secondary,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,88,5,22,37,110,147,8,24,13,46,59
All India,Department of Education,HSS (IX-XII),Higher secondary,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,63,6,17,37,80,117,8,28,14,45,59
All India,Department of Education,HSS (IX-XII),Higher secondary,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,2,9,15,42,57,6,5,8,14,22
All India,Department of Education,HSS (IX-XII),Higher secondary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,2,8,9,27,36,2,10,4,18,22
All India,Department of Education,HSS (IX-XII),M.Phil,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,2,6,11,22,33,4,2,6,8,14
All India,Department of Education,HSS (IX-XII),M.Phil,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,212,183,179,329,391,720,367,440,550,619,1169
All India,Department of Education,HSS (IX-XII),M.Phil,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,2,4,2,1,3,1,4
All India,Department of Education,HSS (IX-XII),M.Phil,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,18,17,25,42,8,4,19,22,41
All India,Department of Education,HSS (IX-XII),M.Phil,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,70,22,28,69,98,167,57,91,79,119,198
All India,Department of Education,HSS (IX-XII),M.Phil,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,14,13,19,17,36,67,83,81,96,177
All India,Department of Education,HSS (IX-XII),M.Phil,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,6,10,16,26,16,24,19,30,49
All India,Department of Education,HSS (IX-XII),M.Phil,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,6,7,11,18,12,20,32
All India,Department of Education,HSS (IX-XII),M.Phil,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,5,7,0,1,2,4,6
All India,Department of Education,HSS (IX-XII),Ph.D,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,4,2,12,8,20,3,7,7,9,16
All India,Department of Education,HSS (IX-XII),Ph.D,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,443,246,433,465,876,1341,363,623,609,1056,1665
All India,Department of Education,HSS (IX-XII),Ph.D,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,7,9,1,3,3,5,8
All India,Department of Education,HSS (IX-XII),Ph.D,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,6,10,18,35,53,3,8,9,18,27
All India,Department of Education,HSS (IX-XII),Ph.D,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,93,62,84,110,177,287,83,123,145,207,352
All India,Department of Education,HSS (IX-XII),Ph.D,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,13,9,17,17,34,51,62,64,71,135
All India,Department of Education,HSS (IX-XII),Ph.D,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,8,13,14,28,42,17,20,25,33,58
All India,Department of Education,HSS (IX-XII),Ph.D,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,2,8,10,3,15,4,21,25
All India,Department of Education,HSS (IX-XII),Ph.D,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,2,0,2,2
All India,Department of Education,HSS (IX-XII),Post Doctoral,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3,1,2,1,2,3
All India,Department of Education,HSS (IX-XII),Post Doctoral,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,8,15,20,34,54,10,18,18,33,51
All India,Department of Education,HSS (IX-XII),Post Doctoral,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,2,0,2,2
All India,Department of Education,HSS (IX-XII),Post Doctoral,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,4,1,5,1,2,4,3,7
All India,Department of Education,HSS (IX-XII),Post Doctoral,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,7,8,2,5,3,6,9
All India,Department of Education,HSS (IX-XII),Post Doctoral,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,2,4,1,2,2,2,4
All India,Department of Education,HSS (IX-XII),Post Doctoral,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,4,3,7,0,1,3,1,4
All India,Department of Education,HSS (IX-XII),Post Doctoral,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1
All India,Department of Education,HSS (IX-XII),Post Doctoral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
All India,Department of Education,HSS (IX-XII),Post graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,793,226,573,863,1366,2229,181,340,407,913,1320
All India,Department of Education,HSS (IX-XII),Post graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10205,16051,9856,13450,20061,29501,49562,9624,14738,19480,28188,47668
All India,Department of Education,HSS (IX-XII),Post graduate,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,195,53,131,116,326,442,45,116,98,247,345
All India,Department of Education,HSS (IX-XII),Post graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970,1851,1293,2599,2263,4450,6713,535,1275,1828,3874,5702
All India,Department of Education,HSS (IX-XII),Post graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,1290,517,716,1521,2006,3527,889,1236,1406,1952,3358
All India,Department of Education,HSS (IX-XII),Post graduate,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,575,522,817,808,1392,2200,453,1046,975,1863,2838
All India,Department of Education,HSS (IX-XII),Post graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,428,172,406,341,834,1175,223,469,395,875,1270
All India,Department of Education,HSS (IX-XII),Post graduate,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,160,34,84,88,244,332,40,151,74,235,309
All India,Department of Education,HSS (IX-XII),Post graduate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,116,113,177,166,293,459,48,78,161,255,416
All India,Department of Education,HSS (IX-XII),,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,0,2,9,25,34,1,4,1,6,7
All India,Department of Education,HSS (IX-XII),,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,176,8,18,88,194,282,10,26,18,44,62
All India,Department of Education,HSS (IX-XII),,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,1,5,15,20,0,3,0,4,4
All India,Department of Education,HSS (IX-XII),,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,92,8,19,40,111,151,4,9,12,28,40
All India,Department of Education,HSS (IX-XII),,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,2,4,8,17,25,0,2,2,6,8
All India,Department of Education,HSS (IX-XII),,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,53,9,11,37,64,101,6,7,15,18,33
All India,Department of Education,HSS (IX-XII),,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,1,1,24,38,62,2,5,3,6,9
All India,Department of Education,HSS (IX-XII),,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,0,4,6,10,0,1,1,1,2
All India,Department of Education,HSS (IX-XII),,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,3,5,0,1,0,1,1
All India,Department of Education,HSS (VI-XII),Below Secondary,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,4,6,8,0,0,0,1,0,1,1,0,0,0,1,1
All India,Department of Education,HSS (VI-XII),Below Secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,91,29,31,139,122,278,25,33,8,7,62,71,133,39,17,47,24,71
All India,Department of Education,HSS (VI-XII),Below Secondary,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,4,0,1,0,0,0,2,2,0,0,0,0,0
All India,Department of Education,HSS (VI-XII),Below Secondary,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,32,2,1,26,33,52,0,3,0,0,2,4,6,0,2,0,2,2
All India,Department of Education,HSS (VI-XII),Below Secondary,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,11,18,42,47,84,14,17,1,3,26,38,64,5,7,6,10,16
All India,Department of Education,HSS (VI-XII),Below Secondary,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,75,13,18,98,93,196,8,16,3,7,24,41,65,1,3,4,10,14
All India,Department of Education,HSS (VI-XII),Below Secondary,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,219,79,96,289,315,578,48,82,9,15,136,193,329,6,27,15,42,57
All India,Department of Education,HSS (VI-XII),Graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,901,115,222,1324,1123,2648,169,176,67,54,351,452,803,22,21,89,75,164
All India,Department of Education,HSS (VI-XII),Graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11494,12334,13917,22371,25411,34705,50822,9342,10517,2378,4504,25637,37392,63029,966,1135,3344,5639,8983
All India,Department of Education,HSS (VI-XII),Graduate,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,257,140,236,392,493,784,113,163,78,136,331,535,866,47,111,125,247,372
All India,Department of Education,HSS (VI-XII),Graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3446,2754,398,621,3844,3375,7688,302,382,192,202,892,1205,2097,85,152,277,354,631
All India,Department of Education,HSS (VI-XII),Graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,175,150,196,315,371,630,204,189,48,84,402,469,871,53,86,101,170,271
All India,Department of Education,HSS (VI-XII),Graduate,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970,961,1033,2185,2003,3146,4006,530,1083,131,350,1694,3618,5312,109,268,240,618,858
All India,Department of Education,HSS (VI-XII),Graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2140,2290,975,2060,3115,4350,6230,882,1323,581,884,2438,4267,6705,1178,1382,1759,2266,4025
All India,Department of Education,HSS (VI-XII),Graduate,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,84,52,133,133,217,266,19,40,20,44,91,217,308,13,25,33,69,102
All India,Department of Education,HSS (VI-XII),Graduate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,69,36,60,93,129,186,26,34,12,16,74,110,184,6,5,18,21,39
All India,Department of Education,HSS (VI-XII),Higher secondary,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,39,3,5,74,44,148,12,8,1,2,16,15,31,2,5,3,7,10
All India,Department of Education,HSS (VI-XII),Higher secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,243,94,93,400,336,800,101,87,58,60,253,240,493,129,127,187,187,374
All India,Department of Education,HSS (VI-XII),Higher secondary,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,79,36,101,81,180,162,24,39,10,21,70,161,231,14,41,24,62,86
All India,Department of Education,HSS (VI-XII),Higher secondary,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,369,92,112,564,481,1128,156,132,21,23,269,267,536,85,184,106,207,313
All India,Department of Education,HSS (VI-XII),Higher secondary,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,30,26,13,74,43,148,24,29,7,12,57,54,111,15,25,22,37,59
All India,Department of Education,HSS (VI-XII),Higher secondary,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,332,42,57,240,389,480,28,67,8,42,78,166,244,16,38,24,80,104
All India,Department of Education,HSS (VI-XII),Higher secondary,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,649,262,462,799,1111,1598,213,305,76,131,551,898,1449,156,320,232,451,683
All India,Department of Education,HSS (VI-XII),Higher secondary,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,10,12,23,34,46,10,8,4,10,24,30,54,3,10,7,20,27
All India,Department of Education,HSS (VI-XII),Higher secondary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,9,12,26,34,52,8,10,2,4,19,26,45,2,6,4,10,14
All India,Department of Education,HSS (VI-XII),M.Phil,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,1,3,10,6,3,4,7,9,12,14,26,7,10,14,19,33
All India,Department of Education,HSS (VI-XII),M.Phil,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,370,2847,1762,3584,2132,7168,1950,1343,2152,1865,6949,4970,11919,5201,4701,7353,6566,13919
All India,Department of Education,HSS (VI-XII),M.Phil,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,2,7,4,14,2,6,3,4,11,12,23,2,11,5,15,20
All India,Department of Education,HSS (VI-XII),M.Phil,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,1,13,5,26,5,3,4,10,9,14,23,2,4,6,14,20
All India,Department of Education,HSS (VI-XII),M.Phil,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,92,410,315,504,407,1008,307,230,486,520,1203,1065,2268,1617,1578,2103,2098,4201
All India,Department of Education,HSS (VI-XII),M.Phil,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,96,23,44,54,140,108,16,38,57,129,96,211,307,75,127,132,256,388
All India,Department of Education,HSS (VI-XII),M.Phil,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29,31,48,63,77,126,47,62,63,75,141,185,326,123,156,186,231,417
All India,Department of Education,HSS (VI-XII),M.Phil,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,2,2,0,5,5,8,5,13,4,2,9,7,16
All India,Department of Education,HSS (VI-XII),M.Phil,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,2,1,2,3,1,0,1,2,3
All India,Department of Education,HSS (VI-XII),Ph.D,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,2,7,4,14,3,6,6,12,10,20,30,7,8,13,20,33
All India,Department of Education,HSS (VI-XII),Ph.D,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,93,113,183,185,276,370,211,255,679,818,1003,1256,2259,546,742,1225,1560,2785
All India,Department of Education,HSS (VI-XII),Ph.D,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,3,6,5,6,5,6,10,13,23,2,6,7,12,19
All India,Department of Education,HSS (VI-XII),Ph.D,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,8,1,16,3,1,3,3,11,4,15,1,0,4,3,7
All India,Department of Education,HSS (VI-XII),Ph.D,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,41,38,56,53,112,53,53,183,143,277,234,511,141,163,324,306,630
All India,Department of Education,HSS (VI-XII),Ph.D,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,6,3,11,6,15,17,40,59,57,82,139,50,79,90,138,228
All India,Department of Education,HSS (VI-XII),Ph.D,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,6,13,14,28,28,21,22,52,51,79,86,165,44,59,96,110,206
All India,Department of Education,HSS (VI-XII),Ph.D,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5,5,5,6,11,2,2,7,7,14
All India,Department of Education,HSS (VI-XII),Ph.D,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,4,1,1,0,1,2,2,4,0,0,0,1,1
All India,Department of Education,HSS (VI-XII),Post Doctoral,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,2,4,0,1,2,2,2,4,6,0,0,2,2,4
All India,Department of Education,HSS (VI-XII),Post Doctoral,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,33,41,57,58,114,46,44,50,80,129,165,294,51,67,101,147,248
All India,Department of Education,HSS (VI-XII),Post Doctoral,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,4,0,1,0,0,1,1,2,0,1,0,1,1
All India,Department of Education,HSS (VI-XII),Post Doctoral,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,1,8,4,16,1,1,0,1,2,3,5,1,1,1,2,3
All India,Department of Education,HSS (VI-XII),Post Doctoral,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,2,7,5,14,3,3,4,4,12,9,21,19,24,23,28,51
All India,Department of Education,HSS (VI-XII),Post Doctoral,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,1,0,3,2,4,2,6,2,1,5,3,8
All India,Department of Education,HSS (VI-XII),Post Doctoral,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,6,6,12,1,2,1,3,3,6,9,5,7,6,10,16
All India,Department of Education,HSS (VI-XII),Post Doctoral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
All India,Department of Education,HSS (VI-XII),Post graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,306,140,138,617,444,1234,310,221,275,261,725,620,1345,203,165,478,426,904
All India,Department of Education,HSS (VI-XII),Post graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15121,10353,24921,21413,40042,31766,80084,26705,23133,30063,41956,81689,86502,168191,31231,33189,61294,75145,136439
All India,Department of Education,HSS (VI-XII),Post graduate,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,143,115,99,254,242,508,108,146,128,145,351,390,741,134,188,262,333,595
All India,Department of Education,HSS (VI-XII),Post graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,930,224,296,1383,1226,2766,412,465,138,168,774,929,1703,196,279,334,447,781
All India,Department of Education,HSS (VI-XII),Post graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,465,1590,1023,2431,1488,4862,1952,1260,1529,1437,5071,3720,8791,3373,3164,4902,4601,9503
All India,Department of Education,HSS (VI-XII),Post graduate,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,265,345,483,646,748,1292,322,519,913,1484,1580,2486,4066,653,1282,1566,2766,4332
All India,Department of Education,HSS (VI-XII),Post graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,842,744,887,1644,1729,3288,803,1047,1084,1426,2631,3360,5991,1587,1980,2671,3406,6077
All India,Department of Education,HSS (VI-XII),Post graduate,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,30,42,45,64,90,16,22,47,71,93,135,228,38,45,85,116,201
All India,Department of Education,HSS (VI-XII),Post graduate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,20,37,30,76,50,152,26,30,35,33,98,93,191,15,19,50,52,102
