Location,School Management,School Category,Academic Qualification,Professional Qualification,Female,Male,Female,Male,Female,Male,Total,Female,Male,Female,Male,Female,Male,Total,Female,Male,Female,Male,Female,Male,Total,Female,Male,Female,Male,Female,Male,Total,Female,Male,Female,Male,Total
All India,Sainik School,PS (I-V),Graduate,B.Ed. or equivalent,0,0,1,0,1,0,1,8,1,0,0,9,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Sainik School,PS (I-V),Graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,4,0,4,0,4,1,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Sainik School,PS (I-V),Graduate,None,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Sainik School,PS (I-V),Graduate,Others,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Sainik School,PS (I-V),M.Phil,Others,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Sainik School,PS (I-V),Post graduate,B.Ed. or equivalent,0,0,8,0,8,0,8,23,0,0,0,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Sainik School,PS (I-V),Post graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,3,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Sainik School,PS (I-V),Post graduate,Others,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Sainik School,PS (I-V),,B.Ed. or equivalent,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Sainik School,PS (I-V),,Others,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Sainik School,SS (I-X),Graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,4,4,0,0,4,4,8,1,0,1,0,2,0,4,0,1,0,0,1,1,2,0,0,0,0,0
All India,Sainik School,SS (I-X),Graduate,None,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Sainik School,SS (I-X),Graduate,Others,0,0,0,0,0,0,0,0,0,1,2,1,2,3,0,0,0,1,1,3,2,0,0,0,0,0,1,1,0,0,0,0,0
All India,Sainik School,SS (I-X),M.Phil,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
All India,Sainik School,SS (I-X),Post graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,8,1,1,3,9,4,13,0,1,4,3,5,7,10,4,5,0,0,8,8,16,0,0,0,0,0
All India,Sainik School,SS (I-X),Post graduate,Others,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Sainik School,SS (VI-X),Graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,4,4,0,0,0,0,0
All India,Sainik School,SS (VI-X),Graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Sainik School,SS (VI-X),M.Phil,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
All India,Sainik School,SS (VI-X),Post graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,7,17,14,0,2,0,0,7,19,26,0,0,0,0,0
All India,Sainik School,SS (VI-X),Post graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
All India,Sainik School,SS (VI-X),Post graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
All India,Sainik School,UPS (I-VIII),Graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
All India,Sainik School,UPS (I-VIII),Graduate,Others,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Sainik School,UPS (I-VIII),Graduate,,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Sainik School,UPS (I-VIII),Post graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
All India,Sainik School,UPS (I-VIII),Post graduate,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Sainik School,UPS (VI-VIII),Graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Sainik School,UPS (VI-VIII),Graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Sainik School,UPS (VI-VIII),Ph.D,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Sainik School,UPS (VI-VIII),Post graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,10,7,20,0,0,0,0,0,0,0,0,0,0,0,0
All India,Sainik School,UPS (VI-VIII),Post graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Sainik School,UPS (VI-VIII),Post graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,HSS (I-XII),Below Secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,2,1,2,1,3,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,HSS (I-XII),Below Secondary,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,HSS (I-XII),Below Secondary,None,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,HSS (I-XII),Below Secondary,Others,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,2,1,4,0,0,0,0,1,1,2,0,0,0,0,0
All India,Social welfare Department,HSS (I-XII),Graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,1,1,0,1,1,2,1,0,1,0,3,0,6,0,0,3,0,4,0,4,1,0,4,0,4
All India,Social welfare Department,HSS (I-XII),Graduate,B.Ed. or equivalent,1,1,2,0,3,1,4,25,7,78,28,105,35,140,74,27,68,24,220,79,440,82,37,28,9,178,70,248,28,15,56,24,80
All India,Social welfare Department,HSS (I-XII),Graduate,Diploma/degree in special education,0,1,1,0,1,1,2,4,5,4,5,9,10,19,3,0,6,4,13,9,26,9,5,6,1,21,10,31,2,3,8,4,12
All India,Social welfare Department,HSS (I-XII),Graduate,Diploma or certificate in basic teachers training of a duration not less than two years,1,1,0,0,1,1,2,4,0,3,3,7,3,10,1,7,7,3,11,13,22,5,3,3,0,15,6,21,0,1,3,1,4
All India,Social welfare Department,HSS (I-XII),Graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,3,0,0,3,3,3,6,0,0,2,2,2,5,4,2,3,3,0,7,5,12,3,2,6,2,8
All India,Social welfare Department,HSS (I-XII),Graduate,None,0,0,0,0,0,0,0,1,0,3,3,4,3,7,1,2,0,1,4,6,8,2,1,0,1,2,3,5,0,0,0,1,1
All India,Social welfare Department,HSS (I-XII),Graduate,Others,1,0,1,0,2,0,2,6,1,8,7,15,8,23,3,2,10,12,21,21,42,8,10,10,7,28,29,57,6,6,16,13,29
All India,Social welfare Department,HSS (I-XII),Graduate,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,2,4,3,5,6,2,0,1,2,5,6,11,0,1,1,3,4
All India,Social welfare Department,HSS (I-XII),Graduate,,0,0,0,0,0,0,0,3,0,0,0,3,0,3,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,HSS (I-XII),Higher secondary,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,HSS (I-XII),Higher secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,3,0,7,3,10,3,13,8,1,4,1,19,5,38,7,1,0,0,11,2,13,6,1,6,1,7
All India,Social welfare Department,HSS (I-XII),Higher secondary,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,1,2,1,2,3,0,0,1,1,2,3,4,3,0,2,0,6,1,7,2,1,4,1,5
All India,Social welfare Department,HSS (I-XII),Higher secondary,Diploma or certificate in basic teachers training of a duration not less than two years,10,0,1,1,11,1,12,30,2,2,5,33,8,41,2,2,1,2,5,9,10,3,2,5,0,9,4,13,13,0,18,0,18
All India,Social welfare Department,HSS (I-XII),Higher secondary,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
All India,Social welfare Department,HSS (I-XII),Higher secondary,None,1,0,0,0,1,0,1,1,0,2,2,3,2,5,0,0,0,0,2,2,4,0,0,0,1,0,1,1,1,1,1,2,3
All India,Social welfare Department,HSS (I-XII),Higher secondary,Others,0,0,0,0,0,0,0,2,0,3,1,5,1,6,2,0,5,3,10,4,20,6,2,6,4,17,9,26,9,3,15,7,22
All India,Social welfare Department,HSS (I-XII),Higher secondary,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2,0,4,0,0,1,2,2,2,4,0,1,1,3,4
All India,Social welfare Department,HSS (I-XII),Higher secondary,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
All India,Social welfare Department,HSS (I-XII),M.Phil,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,4,0,0,1,1,2
All India,Social welfare Department,HSS (I-XII),M.Phil,B.Ed. or equivalent,0,0,0,0,0,0,0,1,2,4,3,5,5,10,5,2,4,2,13,7,26,11,11,14,3,29,16,45,18,11,32,14,46
All India,Social welfare Department,HSS (I-XII),M.Phil,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,HSS (I-XII),M.Phil,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
All India,Social welfare Department,HSS (I-XII),M.Phil,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,2,1,4,2,8,2,11,4,6,8,18,26,4,9,8,15,23
All India,Social welfare Department,HSS (I-XII),M.Phil,None,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2,1,0,0,0,1,0,1,0,1,0,1,1
All India,Social welfare Department,HSS (I-XII),M.Phil,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,3,2,1,2,3,5
All India,Social welfare Department,HSS (I-XII),Ph.D,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,1,1,2,0,1,0,2,2
All India,Social welfare Department,HSS (I-XII),Ph.D,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,1,2,1,2,3,1,1,1,4,3,7,6,8,5,4,4,13,13,26,3,1,7,5,12
All India,Social welfare Department,HSS (I-XII),Ph.D,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,HSS (I-XII),Ph.D,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,4,3,7,3,5,5,6,11
All India,Social welfare Department,HSS (I-XII),Ph.D,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
All India,Social welfare Department,HSS (I-XII),Ph.D,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,0,1,0,3,0,3,1,0,2,0,2
All India,Social welfare Department,HSS (I-XII),Ph.D,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
All India,Social welfare Department,HSS (I-XII),Post Doctoral,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
All India,Social welfare Department,HSS (I-XII),Post graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,1,3,14,14,15,17,32,6,2,16,9,36,25,72,10,7,12,3,38,19,57,5,11,17,14,31
All India,Social welfare Department,HSS (I-XII),Post graduate,B.Ed. or equivalent,2,0,2,2,4,2,6,57,12,361,140,420,154,574,292,127,404,184,1057,451,2114,537,268,326,170,1267,622,1889,445,260,771,430,1201
All India,Social welfare Department,HSS (I-XII),Post graduate,Diploma/degree in special education,2,0,0,0,2,0,2,3,3,2,2,5,5,10,3,2,7,0,12,4,24,4,3,9,4,20,7,27,3,5,12,9,21
All India,Social welfare Department,HSS (I-XII),Post graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,2,4,5,3,7,7,14,2,1,5,0,12,4,24,3,5,3,4,11,9,20,3,6,6,10,16
All India,Social welfare Department,HSS (I-XII),Post graduate,M.Ed. or equivalent,1,0,0,0,1,0,1,3,1,12,14,15,15,30,13,8,29,18,54,40,108,21,29,39,41,89,88,177,32,49,71,90,161
All India,Social welfare Department,HSS (I-XII),Post graduate,None,0,0,0,0,0,0,0,2,0,3,2,5,2,7,0,1,2,3,5,6,10,2,1,5,1,9,5,14,7,4,12,5,17
All India,Social welfare Department,HSS (I-XII),Post graduate,Others,0,0,1,0,1,0,1,0,2,16,2,17,4,21,14,3,20,15,50,20,100,19,6,26,10,65,31,96,21,17,47,27,74
All India,Social welfare Department,HSS (I-XII),Post graduate,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,3,1,6,3,12,1,0,4,4,8,5,13,3,2,7,6,13
All India,Social welfare Department,HSS (I-XII),Post graduate,,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,1,1
All India,Social welfare Department,HSS (I-XII),,Diploma/degree in special education,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,1,1,4,3,7,0,0,1,1,2
All India,Social welfare Department,HSS (I-XII),,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,2,0,9,1,0,0,9,1,10,0,0,0,0,0
All India,Social welfare Department,HSS (I-XII),,None,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,4,0,2,0,0,0,2,2,0,0,0,0,0
All India,Social welfare Department,HSS (I-XII),,Others,0,0,0,0,0,0,0,1,4,3,0,4,4,8,4,2,0,1,7,3,14,17,2,2,0,19,3,22,1,0,3,0,3
All India,Social welfare Department,HSS (I-XII),,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
All India,Social welfare Department,HSS (IX-XII),Graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
All India,Social welfare Department,HSS (IX-XII),Graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,1,2,7,15,22,0,0,1,2,3
All India,Social welfare Department,HSS (IX-XII),Graduate,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,2,6,2,8
All India,Social welfare Department,HSS (IX-XII),Graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0
All India,Social welfare Department,HSS (IX-XII),Graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
All India,Social welfare Department,HSS (IX-XII),Higher secondary,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
All India,Social welfare Department,HSS (IX-XII),M.Phil,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,3,0,0,2,0,2
All India,Social welfare Department,HSS (IX-XII),M.Phil,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
All India,Social welfare Department,HSS (IX-XII),Ph.D,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
All India,Social welfare Department,HSS (IX-XII),Ph.D,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,2
All India,Social welfare Department,HSS (IX-XII),Post graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,11,9,22,41,63,3,10,14,19,33
All India,Social welfare Department,HSS (IX-XII),Post graduate,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,5,8,11,19,0,0,7,5,12
All India,Social welfare Department,HSS (IX-XII),Post graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0
All India,Social welfare Department,HSS (IX-XII),Post graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1
All India,Social welfare Department,HSS (IX-XII),Post graduate,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,4,5,0,0,0,1,1
All India,Social welfare Department,HSS (IX-XII),Post graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,2
All India,Social welfare Department,HSS (IX-XII),,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0
All India,Social welfare Department,HSS (VI-XII),Below Secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,HSS (VI-XII),Below Secondary,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,HSS (VI-XII),Below Secondary,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,HSS (VI-XII),Below Secondary,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,5,2,10,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,HSS (VI-XII),Graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,1,1,2,0,0,0,0,0
All India,Social welfare Department,HSS (VI-XII),Graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,25,33,37,65,62,130,24,27,7,6,64,70,134,5,4,12,10,22
All India,Social welfare Department,HSS (VI-XII),Graduate,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0
All India,Social welfare Department,HSS (VI-XII),Graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,0,1,1,0,1,0,1
All India,Social welfare Department,HSS (VI-XII),Graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,4,0,0,1,0,1,1,2,1,1,2,1,3
All India,Social welfare Department,HSS (VI-XII),Graduate,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,2,2,9,4,2,2,1,2,4,6,10,0,0,1,2,3
All India,Social welfare Department,HSS (VI-XII),Graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,5,9,12,18,5,4,2,0,8,9,17,0,0,2,0,2
All India,Social welfare Department,HSS (VI-XII),Graduate,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,1,1,1,1,4,5,0,0,1,1,2
All India,Social welfare Department,HSS (VI-XII),Higher secondary,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,2,1,1,0,0,1,1,2,0,0,0,0,0
All India,Social welfare Department,HSS (VI-XII),Higher secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,7,3,14,0,0,1,0,4,3,7,1,3,2,3,5
All India,Social welfare Department,HSS (VI-XII),Higher secondary,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,1
All India,Social welfare Department,HSS (VI-XII),Higher secondary,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,HSS (VI-XII),Higher secondary,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,1,6,7,12,0,0,0,0,0,1,1,0,0,0,0,0
All India,Social welfare Department,HSS (VI-XII),M.Phil,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,14,5,15,8,30,4,5,14,9,32,19,51,28,32,42,41,83
All India,Social welfare Department,HSS (VI-XII),M.Phil,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,4,1,8,1,0,2,3,6,4,10,9,8,11,11,22
All India,Social welfare Department,HSS (VI-XII),M.Phil,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
All India,Social welfare Department,HSS (VI-XII),M.Phil,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,HSS (VI-XII),Ph.D,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,HSS (VI-XII),Ph.D,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,1,3,0,9,3,12,15,2,3,2,12,14
All India,Social welfare Department,HSS (VI-XII),Ph.D,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,1,1
All India,Social welfare Department,HSS (VI-XII),Ph.D,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,2,0,0,0,0,0
All India,Social welfare Department,HSS (VI-XII),Ph.D,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,HSS (VI-XII),Ph.D,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0
All India,Social welfare Department,HSS (VI-XII),Post Doctoral,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
All India,Social welfare Department,HSS (VI-XII),Post graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,3,0,0,0,1,1
All India,Social welfare Department,HSS (VI-XII),Post graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,42,86,101,134,143,268,79,87,86,147,251,335,586,99,92,185,239,424
All India,Social welfare Department,HSS (VI-XII),Post graduate,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,1,1,2,0,0,0,0,0
All India,Social welfare Department,HSS (VI-XII),Post graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,4,1,1,1,1,3,2,5,0,0,1,1,2
All India,Social welfare Department,HSS (VI-XII),Post graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,7,11,10,22,6,6,12,12,24,25,49,17,21,29,33,62
All India,Social welfare Department,HSS (VI-XII),Post graduate,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,6,4,12,1,1,3,8,5,10,15,3,9,6,17,23
